section	kabupaten_source	kecamatan	dealer_or_pos	ring_status	source_file	sheet	source_cell	currentness
Tanjabar	TANJAB BARAT	RENAH MENDALUH	POS TDM Sei Badar	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G151	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	RENAH MENDALUH	POS Patria Tungkal	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H151	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	SEBERANG KOTA	Bulan Merlung	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C152	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	SEBERANG KOTA	Bulan Tungkal	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D152	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	SEBERANG KOTA	SSP Tebing	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E152	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	SEBERANG KOTA	TDM Merlung	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F152	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	SEBERANG KOTA	POS TDM Sei Badar	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G152	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	SEBERANG KOTA	POS Patria Tungkal	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H152	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	SENYERANG	Bulan Merlung	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C153	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	SENYERANG	Bulan Tungkal	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D153	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	SENYERANG	SSP Tebing	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E153	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	SENYERANG	TDM Merlung	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F153	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	SENYERANG	POS TDM Sei Badar	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G153	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	SENYERANG	POS Patria Tungkal	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H153	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	TEBING TINGGI	Bulan Merlung	Ring 3	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C154	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	TEBING TINGGI	Bulan Tungkal	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D154	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	TEBING TINGGI	SSP Tebing	Lokasi	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E154	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	TEBING TINGGI	TDM Merlung	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F154	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	TEBING TINGGI	POS TDM Sei Badar	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G154	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	TEBING TINGGI	POS Patria Tungkal	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H154	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	TUNGKAL ILIR	Bulan Merlung	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C155	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	TUNGKAL ILIR	Bulan Tungkal	Lokasi	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D155	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	TUNGKAL ILIR	SSP Tebing	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E155	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	TUNGKAL ILIR	TDM Merlung	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F155	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	TUNGKAL ILIR	POS TDM Sei Badar	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G155	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	TUNGKAL ILIR	POS Patria Tungkal	Lokasi	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H155	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	TUNGKAL ULU	Bulan Merlung	Ring 2	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	C156	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	TUNGKAL ULU	Bulan Tungkal	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	D156	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	TUNGKAL ULU	SSP Tebing	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	E156	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	TUNGKAL ULU	TDM Merlung	Lokasi	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	F156	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	TUNGKAL ULU	POS TDM Sei Badar	Ring 1	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	G156	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
Tanjabar	TANJAB BARAT	TUNGKAL ULU	POS Patria Tungkal	Other	MAPPING RING 2022/Summary Pembagian Ring.xlsx	Ring	H156	HISTORICAL_2022_CURRENT_AUTHORITY_UNCONFIRMED
